"","date","year","month","day","co2_ppm","decade","year_of_decade","date_scale"
"796",1989-08-13,1989,8,13,352.01,"1980's",9,1983-08-13
"797",1989-08-20,1989,8,20,350.74,"1980's",9,1983-08-20
"798",1989-08-27,1989,8,27,350.8,"1980's",9,1983-08-27
"799",1989-09-03,1989,9,3,351.03,"1980's",9,1983-09-03
"800",1989-09-10,1989,9,10,349.44,"1980's",9,1983-09-10
"801",1989-09-17,1989,9,17,349.63,"1980's",9,1983-09-17
"802",1989-09-24,1989,9,24,349.98,"1980's",9,1983-09-24
"803",1989-10-01,1989,10,1,350.49,"1980's",9,1983-10-01
"804",1989-10-08,1989,10,8,349.94,"1980's",9,1983-10-08
"805",1989-10-15,1989,10,15,350.41,"1980's",9,1983-10-15
"806",1989-10-22,1989,10,22,350.78,"1980's",9,1983-10-22
"807",1989-10-29,1989,10,29,350.52,"1980's",9,1983-10-29
"808",1989-11-05,1989,11,5,351.39,"1980's",9,1983-11-05
"809",1989-11-12,1989,11,12,351.71,"1980's",9,1983-11-12
"810",1989-11-19,1989,11,19,351.9,"1980's",9,1983-11-19
"811",1989-11-26,1989,11,26,352.11,"1980's",9,1983-11-26
"812",1989-12-03,1989,12,3,352.36,"1980's",9,1983-12-03
"813",1989-12-10,1989,12,10,353.14,"1980's",9,1983-12-10
"814",1989-12-17,1989,12,17,352.95,"1980's",9,1983-12-17
"815",1989-12-24,1989,12,24,353.03,"1980's",9,1983-12-24
"816",1989-12-31,1989,12,31,353.72,"1980's",9,1983-12-31
"817",1990-01-07,1990,1,7,353.58,"1990's",0,1974-01-07
"818",1990-01-14,1990,1,14,353.99,"1990's",0,1974-01-14
"819",1990-01-21,1990,1,21,353.92,"1990's",0,1974-01-21
"820",1990-01-28,1990,1,28,354.39,"1990's",0,1974-01-28
"821",1990-02-04,1990,2,4,355.04,"1990's",0,1974-02-04
"822",1990-02-11,1990,2,11,355.09,"1990's",0,1974-02-11
"823",1990-02-18,1990,2,18,355.42,"1990's",0,1974-02-18
"824",1990-02-25,1990,2,25,355.18,"1990's",0,1974-02-25
"825",1990-03-04,1990,3,4,355.59,"1990's",0,1974-03-04
"826",1990-03-11,1990,3,11,355.79,"1990's",0,1974-03-11
"827",1990-03-18,1990,3,18,355.54,"1990's",0,1974-03-18
"828",1990-03-25,1990,3,25,356.13,"1990's",0,1974-03-25
"829",1990-04-01,1990,4,1,356.27,"1990's",0,1974-04-01
"830",1990-04-08,1990,4,8,356.17,"1990's",0,1974-04-08
"831",1990-04-15,1990,4,15,356.23,"1990's",0,1974-04-15
"832",1990-04-22,1990,4,22,356.87,"1990's",0,1974-04-22
"833",1990-04-29,1990,4,29,356.96,"1990's",0,1974-04-29
"834",1990-05-06,1990,5,6,357.7,"1990's",0,1974-05-06
"835",1990-05-13,1990,5,13,357.25,"1990's",0,1974-05-13
"836",1990-05-20,1990,5,20,357.33,"1990's",0,1974-05-20
"837",1990-05-27,1990,5,27,357.38,"1990's",0,1974-05-27
"838",1990-06-03,1990,6,3,356.98,"1990's",0,1974-06-03
"839",1990-06-10,1990,6,10,356.25,"1990's",0,1974-06-10
"840",1990-06-17,1990,6,17,356.18,"1990's",0,1974-06-17
"841",1990-06-24,1990,6,24,355.79,"1990's",0,1974-06-24
"842",1990-07-01,1990,7,1,356.22,"1990's",0,1974-07-01
"843",1990-07-08,1990,7,8,354.99,"1990's",0,1974-07-08
"844",1990-07-15,1990,7,15,354.29,"1990's",0,1974-07-15
"845",1990-07-22,1990,7,22,354.37,"1990's",0,1974-07-22
"846",1990-07-29,1990,7,29,353.99,"1990's",0,1974-07-29
"847",1990-08-05,1990,8,5,353.17,"1990's",0,1974-08-05
"848",1990-08-12,1990,8,12,353.46,"1990's",0,1974-08-12
"849",1990-08-19,1990,8,19,353.08,"1990's",0,1974-08-19
"850",1990-08-26,1990,8,26,351.8,"1990's",0,1974-08-26
"851",1990-09-02,1990,9,2,351.16,"1990's",0,1974-09-02
"852",1990-09-09,1990,9,9,350.86,"1990's",0,1974-09-09
"853",1990-09-16,1990,9,16,351.75,"1990's",0,1974-09-16
"854",1990-09-23,1990,9,23,351.46,"1990's",0,1974-09-23
"855",1990-09-30,1990,9,30,351.4,"1990's",0,1974-09-30
"856",1990-10-07,1990,10,7,351.54,"1990's",0,1974-10-07
"857",1990-10-14,1990,10,14,351.57,"1990's",0,1974-10-14
"858",1990-10-21,1990,10,21,351.73,"1990's",0,1974-10-21
"859",1990-10-28,1990,10,28,352.4,"1990's",0,1974-10-28
"860",1990-11-04,1990,11,4,352.71,"1990's",0,1974-11-04
"861",1990-11-11,1990,11,11,353.15,"1990's",0,1974-11-11
"862",1990-11-18,1990,11,18,353.45,"1990's",0,1974-11-18
"863",1990-11-25,1990,11,25,353.69,"1990's",0,1974-11-25
"864",1990-12-02,1990,12,2,353.9,"1990's",0,1974-12-02
"865",1990-12-09,1990,12,9,354.47,"1990's",0,1974-12-09
"866",1990-12-16,1990,12,16,354.34,"1990's",0,1974-12-16
"867",1990-12-23,1990,12,23,354.83,"1990's",0,1974-12-23
"868",1990-12-30,1990,12,30,354.8,"1990's",0,1974-12-30
"869",1991-01-06,1991,1,6,354.59,"1990's",1,1975-01-06
"870",1991-01-13,1991,1,13,355.02,"1990's",1,1975-01-13
"871",1991-01-20,1991,1,20,354.94,"1990's",1,1975-01-20
"872",1991-01-27,1991,1,27,355.6,"1990's",1,1975-01-27
"873",1991-02-03,1991,2,3,355.33,"1990's",1,1975-02-03
"874",1991-02-10,1991,2,10,355.89,"1990's",1,1975-02-10
"875",1991-02-17,1991,2,17,356.55,"1990's",1,1975-02-17
"876",1991-02-24,1991,2,24,355.84,"1990's",1,1975-02-24
"877",1991-03-03,1991,3,3,357.19,"1990's",1,1975-03-03
"878",1991-03-10,1991,3,10,357.77,"1990's",1,1975-03-10
"879",1991-03-17,1991,3,17,357.27,"1990's",1,1975-03-17
"880",1991-03-24,1991,3,24,357.49,"1990's",1,1975-03-24
"881",1991-03-31,1991,3,31,358.46,"1990's",1,1975-03-31
"882",1991-04-07,1991,4,7,358.07,"1990's",1,1975-04-07
"883",1991-04-14,1991,4,14,358.75,"1990's",1,1975-04-14
"884",1991-04-21,1991,4,21,359.36,"1990's",1,1975-04-21
"885",1991-04-28,1991,4,28,359.29,"1990's",1,1975-04-28
"886",1991-05-05,1991,5,5,358.97,"1990's",1,1975-05-05
"887",1991-05-12,1991,5,12,359.45,"1990's",1,1975-05-12
"888",1991-05-19,1991,5,19,359.76,"1990's",1,1975-05-19
"889",1991-05-26,1991,5,26,358.84,"1990's",1,1975-05-26
"890",1991-06-02,1991,6,2,358.38,"1990's",1,1975-06-02
"891",1991-06-09,1991,6,9,358.55,"1990's",1,1975-06-09
"892",1991-06-16,1991,6,16,358.17,"1990's",1,1975-06-16
"893",1991-06-23,1991,6,23,357.9,"1990's",1,1975-06-23
"894",1991-06-30,1991,6,30,357.32,"1990's",1,1975-06-30
"895",1991-07-07,1991,7,7,356.77,"1990's",1,1975-07-07
"896",1991-07-14,1991,7,14,356.23,"1990's",1,1975-07-14
"897",1991-07-21,1991,7,21,355.26,"1990's",1,1975-07-21
"898",1991-07-28,1991,7,28,355.55,"1990's",1,1975-07-28
"899",1991-08-04,1991,8,4,354.59,"1990's",1,1975-08-04
"900",1991-08-11,1991,8,11,354.4,"1990's",1,1975-08-11
"901",1991-08-18,1991,8,18,353.22,"1990's",1,1975-08-18
"902",1991-08-25,1991,8,25,353.1,"1990's",1,1975-08-25
"903",1991-09-01,1991,9,1,353.13,"1990's",1,1975-09-01
"904",1991-09-08,1991,9,8,352.6,"1990's",1,1975-09-08
"905",1991-09-15,1991,9,15,351.95,"1990's",1,1975-09-15
"906",1991-09-22,1991,9,22,351.96,"1990's",1,1975-09-22
"907",1991-09-29,1991,9,29,351.73,"1990's",1,1975-09-29
"908",1991-10-06,1991,10,6,352.14,"1990's",1,1975-10-06
"909",1991-10-13,1991,10,13,352.6,"1990's",1,1975-10-13
"910",1991-10-20,1991,10,20,352.77,"1990's",1,1975-10-20
"911",1991-10-27,1991,10,27,353.02,"1990's",1,1975-10-27
"912",1991-11-03,1991,11,3,353.84,"1990's",1,1975-11-03
"913",1991-11-10,1991,11,10,353.8,"1990's",1,1975-11-10
"914",1991-11-17,1991,11,17,353.92,"1990's",1,1975-11-17
"915",1991-11-24,1991,11,24,354.19,"1990's",1,1975-11-24
"916",1991-12-01,1991,12,1,354.66,"1990's",1,1975-12-01
"917",1991-12-08,1991,12,8,354.99,"1990's",1,1975-12-08
"918",1991-12-15,1991,12,15,355.23,"1990's",1,1975-12-15
"919",1991-12-22,1991,12,22,355.59,"1990's",1,1975-12-22
"920",1991-12-29,1991,12,29,356.55,"1990's",1,1975-12-29
"921",1992-01-05,1992,1,5,356.2,"1990's",2,1976-01-05
"922",1992-01-12,1992,1,12,356.34,"1990's",2,1976-01-12
"923",1992-01-19,1992,1,19,356.39,"1990's",2,1976-01-19
"924",1992-01-26,1992,1,26,356.18,"1990's",2,1976-01-26
"925",1992-02-02,1992,2,2,356.98,"1990's",2,1976-02-02
"926",1992-02-09,1992,2,9,357.23,"1990's",2,1976-02-09
"927",1992-02-16,1992,2,16,357.39,"1990's",2,1976-02-16
"928",1992-02-23,1992,2,23,357.36,"1990's",2,1976-02-23
"929",1992-03-01,1992,3,1,356.72,"1990's",2,1976-03-01
"930",1992-03-08,1992,3,8,357.98,"1990's",2,1976-03-08
"931",1992-03-15,1992,3,15,358.41,"1990's",2,1976-03-15
"932",1992-03-22,1992,3,22,358.88,"1990's",2,1976-03-22
"933",1992-03-29,1992,3,29,358.08,"1990's",2,1976-03-29
"934",1992-04-05,1992,4,5,359.27,"1990's",2,1976-04-05
"935",1992-04-12,1992,4,12,359.27,"1990's",2,1976-04-12
"936",1992-04-19,1992,4,19,359.77,"1990's",2,1976-04-19
"937",1992-04-26,1992,4,26,359.39,"1990's",2,1976-04-26
"938",1992-05-03,1992,5,3,359.81,"1990's",2,1976-05-03
"939",1992-05-10,1992,5,10,359.06,"1990's",2,1976-05-10
"940",1992-05-17,1992,5,17,359.26,"1990's",2,1976-05-17
"941",1992-05-24,1992,5,24,360.52,"1990's",2,1976-05-24
"942",1992-05-31,1992,5,31,360.57,"1990's",2,1976-05-31
"943",1992-06-07,1992,6,7,359.87,"1990's",2,1976-06-07
"944",1992-06-14,1992,6,14,358.98,"1990's",2,1976-06-14
"945",1992-06-21,1992,6,21,358.75,"1990's",2,1976-06-21
"946",1992-06-28,1992,6,28,358.87,"1990's",2,1976-06-28
"947",1992-07-05,1992,7,5,357.78,"1990's",2,1976-07-05
"948",1992-07-12,1992,7,12,357.03,"1990's",2,1976-07-12
"949",1992-07-19,1992,7,19,356.62,"1990's",2,1976-07-19
"950",1992-07-26,1992,7,26,355.71,"1990's",2,1976-07-26
"951",1992-08-02,1992,8,2,355.23,"1990's",2,1976-08-02
"952",1992-08-09,1992,8,9,355.73,"1990's",2,1976-08-09
"953",1992-08-16,1992,8,16,355.44,"1990's",2,1976-08-16
"954",1992-08-23,1992,8,23,354.44,"1990's",2,1976-08-23
"955",1992-08-30,1992,8,30,353,"1990's",2,1976-08-30
"956",1992-09-06,1992,9,6,354.18,"1990's",2,1976-09-06
"957",1992-09-13,1992,9,13,352.96,"1990's",2,1976-09-13
"958",1992-09-20,1992,9,20,352.49,"1990's",2,1976-09-20
"959",1992-09-27,1992,9,27,352.94,"1990's",2,1976-09-27
"960",1992-10-04,1992,10,4,353.32,"1990's",2,1976-10-04
"961",1992-10-11,1992,10,11,353.67,"1990's",2,1976-10-11
"962",1992-10-18,1992,10,18,353.28,"1990's",2,1976-10-18
"963",1992-10-25,1992,10,25,353.26,"1990's",2,1976-10-25
"964",1992-11-01,1992,11,1,354.35,"1990's",2,1976-11-01
"965",1992-11-08,1992,11,8,354.04,"1990's",2,1976-11-08
"966",1992-11-15,1992,11,15,354.25,"1990's",2,1976-11-15
"967",1992-11-22,1992,11,22,354.82,"1990's",2,1976-11-22
"968",1992-11-29,1992,11,29,354.94,"1990's",2,1976-11-29
"969",1992-12-06,1992,12,6,355.39,"1990's",2,1976-12-06
"970",1992-12-13,1992,12,13,355.55,"1990's",2,1976-12-13
"971",1992-12-20,1992,12,20,356.11,"1990's",2,1976-12-20
"972",1992-12-27,1992,12,27,356.4,"1990's",2,1976-12-27
"973",1993-01-03,1993,1,3,357.05,"1990's",3,1977-01-03
"974",1993-01-10,1993,1,10,357.32,"1990's",3,1977-01-10
"975",1993-01-17,1993,1,17,356.96,"1990's",3,1977-01-17
"976",1993-01-24,1993,1,24,357.15,"1990's",3,1977-01-24
"977",1993-01-31,1993,1,31,357.38,"1990's",3,1977-01-31
"978",1993-02-07,1993,2,7,357.09,"1990's",3,1977-02-07
"979",1993-02-14,1993,2,14,357.27,"1990's",3,1977-02-14
"980",1993-02-21,1993,2,21,357.9,"1990's",3,1977-02-21
"981",1993-02-28,1993,2,28,358.68,"1990's",3,1977-02-28
"982",1993-03-07,1993,3,7,358.43,"1990's",3,1977-03-07
"983",1993-03-14,1993,3,14,358.79,"1990's",3,1977-03-14
"984",1993-03-21,1993,3,21,357.95,"1990's",3,1977-03-21
"985",1993-03-28,1993,3,28,359.31,"1990's",3,1977-03-28
"986",1993-04-04,1993,4,4,358.95,"1990's",3,1977-04-04
"987",1993-04-11,1993,4,11,359.22,"1990's",3,1977-04-11
"988",1993-04-18,1993,4,18,359.74,"1990's",3,1977-04-18
"989",1993-04-25,1993,4,25,359.87,"1990's",3,1977-04-25
"990",1993-05-02,1993,5,2,359.59,"1990's",3,1977-05-02
"991",1993-05-09,1993,5,9,360.23,"1990's",3,1977-05-09
"992",1993-05-16,1993,5,16,360.67,"1990's",3,1977-05-16
"993",1993-05-23,1993,5,23,360.87,"1990's",3,1977-05-23
"994",1993-05-30,1993,5,30,360.11,"1990's",3,1977-05-30
"995",1993-06-06,1993,6,6,359.89,"1990's",3,1977-06-06
"996",1993-06-13,1993,6,13,359.77,"1990's",3,1977-06-13
"997",1993-06-20,1993,6,20,359.3,"1990's",3,1977-06-20
"998",1993-06-27,1993,6,27,358.81,"1990's",3,1977-06-27
"999",1993-07-04,1993,7,4,357.84,"1990's",3,1977-07-04
"1000",1993-07-11,1993,7,11,357.84,"1990's",3,1977-07-11
"1001",1993-07-18,1993,7,18,357.22,"1990's",3,1977-07-18
"1002",1993-07-25,1993,7,25,356.65,"1990's",3,1977-07-25
"1003",1993-08-01,1993,8,1,356.55,"1990's",3,1977-08-01
"1004",1993-08-08,1993,8,8,355.89,"1990's",3,1977-08-08
"1005",1993-08-15,1993,8,15,355.52,"1990's",3,1977-08-15
"1006",1993-08-22,1993,8,22,354.94,"1990's",3,1977-08-22
"1007",1993-08-29,1993,8,29,354.91,"1990's",3,1977-08-29
"1008",1993-09-05,1993,9,5,354.29,"1990's",3,1977-09-05
"1009",1993-09-12,1993,9,12,353.95,"1990's",3,1977-09-12
"1010",1993-09-19,1993,9,19,354.1,"1990's",3,1977-09-19
"1011",1993-09-26,1993,9,26,354.27,"1990's",3,1977-09-26
"1012",1993-10-03,1993,10,3,354.17,"1990's",3,1977-10-03
"1013",1993-10-10,1993,10,10,353.99,"1990's",3,1977-10-10
"1014",1993-10-17,1993,10,17,354.46,"1990's",3,1977-10-17
"1015",1993-10-24,1993,10,24,354.45,"1990's",3,1977-10-24
"1016",1993-10-31,1993,10,31,354.74,"1990's",3,1977-10-31
"1017",1993-11-07,1993,11,7,355.12,"1990's",3,1977-11-07
"1018",1993-11-14,1993,11,14,355.73,"1990's",3,1977-11-14
"1019",1993-11-21,1993,11,21,356.1,"1990's",3,1977-11-21
"1020",1993-11-28,1993,11,28,356.25,"1990's",3,1977-11-28
"1021",1993-12-05,1993,12,5,356.64,"1990's",3,1977-12-05
"1022",1993-12-12,1993,12,12,356.72,"1990's",3,1977-12-12
"1023",1993-12-19,1993,12,19,357.64,"1990's",3,1977-12-19
"1024",1993-12-26,1993,12,26,357.59,"1990's",3,1977-12-26
"1025",1994-01-02,1994,1,2,358.23,"1990's",4,1978-01-02
"1026",1994-01-09,1994,1,9,358.24,"1990's",4,1978-01-09
"1027",1994-01-16,1994,1,16,358.52,"1990's",4,1978-01-16
"1028",1994-01-23,1994,1,23,358.36,"1990's",4,1978-01-23
"1029",1994-01-30,1994,1,30,358.39,"1990's",4,1978-01-30
"1030",1994-02-06,1994,2,6,359.04,"1990's",4,1978-02-06
"1031",1994-02-13,1994,2,13,358.76,"1990's",4,1978-02-13
"1032",1994-02-20,1994,2,20,359.52,"1990's",4,1978-02-20
"1033",1994-02-27,1994,2,27,359,"1990's",4,1978-02-27
"1034",1994-03-06,1994,3,6,359.46,"1990's",4,1978-03-06
"1035",1994-03-13,1994,3,13,360.59,"1990's",4,1978-03-13
"1036",1994-03-20,1994,3,20,360.73,"1990's",4,1978-03-20
"1037",1994-03-27,1994,3,27,360.94,"1990's",4,1978-03-27
"1038",1994-04-03,1994,4,3,361.22,"1990's",4,1978-04-03
"1039",1994-04-10,1994,4,10,361.14,"1990's",4,1978-04-10
"1040",1994-04-17,1994,4,17,361.43,"1990's",4,1978-04-17
"1041",1994-04-24,1994,4,24,361.95,"1990's",4,1978-04-24
"1042",1994-05-01,1994,5,1,362.12,"1990's",4,1978-05-01
"1043",1994-05-08,1994,5,8,361.51,"1990's",4,1978-05-08
"1044",1994-05-15,1994,5,15,361.83,"1990's",4,1978-05-15
"1045",1994-05-22,1994,5,22,361.64,"1990's",4,1978-05-22
"1046",1994-05-29,1994,5,29,361.54,"1990's",4,1978-05-29
"1047",1994-06-05,1994,6,5,361.02,"1990's",4,1978-06-05
"1048",1994-06-12,1994,6,12,361.03,"1990's",4,1978-06-12
"1049",1994-06-19,1994,6,19,360.95,"1990's",4,1978-06-19
"1050",1994-06-26,1994,6,26,360.16,"1990's",4,1978-06-26
"1051",1994-07-03,1994,7,3,360.09,"1990's",4,1978-07-03
"1052",1994-07-10,1994,7,10,359.77,"1990's",4,1978-07-10
"1053",1994-07-17,1994,7,17,359.34,"1990's",4,1978-07-17
"1054",1994-07-24,1994,7,24,358.96,"1990's",4,1978-07-24
"1055",1994-07-31,1994,7,31,358.6,"1990's",4,1978-07-31
"1056",1994-08-07,1994,8,7,358.01,"1990's",4,1978-08-07
"1057",1994-08-14,1994,8,14,357.82,"1990's",4,1978-08-14
"1058",1994-08-21,1994,8,21,356.99,"1990's",4,1978-08-21
"1059",1994-08-28,1994,8,28,356.32,"1990's",4,1978-08-28
"1060",1994-09-04,1994,9,4,356.61,"1990's",4,1978-09-04
"1061",1994-09-11,1994,9,11,355.39,"1990's",4,1978-09-11
"1062",1994-09-18,1994,9,18,355.81,"1990's",4,1978-09-18
"1063",1994-09-25,1994,9,25,355.48,"1990's",4,1978-09-25
"1064",1994-10-02,1994,10,2,355.83,"1990's",4,1978-10-02
"1065",1994-10-09,1994,10,9,355.99,"1990's",4,1978-10-09
"1066",1994-10-16,1994,10,16,356.27,"1990's",4,1978-10-16
"1067",1994-10-23,1994,10,23,356.69,"1990's",4,1978-10-23
"1068",1994-10-30,1994,10,30,356.81,"1990's",4,1978-10-30
"1069",1994-11-06,1994,11,6,357.1,"1990's",4,1978-11-06
"1070",1994-11-13,1994,11,13,358.27,"1990's",4,1978-11-13
"1071",1994-11-20,1994,11,20,357.77,"1990's",4,1978-11-20
"1072",1994-11-27,1994,11,27,358.19,"1990's",4,1978-11-27
"1073",1994-12-04,1994,12,4,358.86,"1990's",4,1978-12-04
"1074",1994-12-11,1994,12,11,359.5,"1990's",4,1978-12-11
"1075",1994-12-18,1994,12,18,358.94,"1990's",4,1978-12-18
"1076",1994-12-25,1994,12,25,359.47,"1990's",4,1978-12-25
"1077",1995-01-01,1995,1,1,359.82,"1990's",5,1979-01-01
"1078",1995-01-08,1995,1,8,359.66,"1990's",5,1979-01-08
"1079",1995-01-15,1995,1,15,360.49,"1990's",5,1979-01-15
"1080",1995-01-22,1995,1,22,360.15,"1990's",5,1979-01-22
"1081",1995-01-29,1995,1,29,360.27,"1990's",5,1979-01-29
"1082",1995-02-05,1995,2,5,360.88,"1990's",5,1979-02-05
"1083",1995-02-12,1995,2,12,361.18,"1990's",5,1979-02-12
"1084",1995-02-19,1995,2,19,361.16,"1990's",5,1979-02-19
"1085",1995-02-26,1995,2,26,361.82,"1990's",5,1979-02-26
"1086",1995-03-05,1995,3,5,361.92,"1990's",5,1979-03-05
"1087",1995-03-12,1995,3,12,361.25,"1990's",5,1979-03-12
"1088",1995-03-19,1995,3,19,361.91,"1990's",5,1979-03-19
"1089",1995-03-26,1995,3,26,362.99,"1990's",5,1979-03-26
"1090",1995-04-02,1995,4,2,363.9,"1990's",5,1979-04-02
"1091",1995-04-09,1995,4,9,362.96,"1990's",5,1979-04-09
"1092",1995-04-16,1995,4,16,363.16,"1990's",5,1979-04-16
"1093",1995-04-23,1995,4,23,363.63,"1990's",5,1979-04-23
"1094",1995-04-30,1995,4,30,362.96,"1990's",5,1979-04-30
"1095",1995-05-07,1995,5,7,364,"1990's",5,1979-05-07
"1096",1995-05-14,1995,5,14,364.55,"1990's",5,1979-05-14
"1097",1995-05-21,1995,5,21,363.82,"1990's",5,1979-05-21
"1098",1995-05-28,1995,5,28,363.83,"1990's",5,1979-05-28
"1099",1995-06-04,1995,6,4,363.93,"1990's",5,1979-06-04
"1100",1995-06-11,1995,6,11,363.19,"1990's",5,1979-06-11
"1101",1995-06-18,1995,6,18,363.05,"1990's",5,1979-06-18
"1102",1995-06-25,1995,6,25,362.57,"1990's",5,1979-06-25
"1103",1995-07-02,1995,7,2,362.45,"1990's",5,1979-07-02
"1104",1995-07-09,1995,7,9,362.24,"1990's",5,1979-07-09
"1105",1995-07-16,1995,7,16,361.57,"1990's",5,1979-07-16
"1106",1995-07-23,1995,7,23,361.12,"1990's",5,1979-07-23
"1107",1995-07-30,1995,7,30,360.28,"1990's",5,1979-07-30
"1108",1995-08-06,1995,8,6,359.9,"1990's",5,1979-08-06
"1109",1995-08-13,1995,8,13,358.89,"1990's",5,1979-08-13
"1110",1995-08-20,1995,8,20,358.79,"1990's",5,1979-08-20
"1111",1995-08-27,1995,8,27,358.26,"1990's",5,1979-08-27
"1112",1995-09-03,1995,9,3,358.46,"1990's",5,1979-09-03
"1113",1995-09-10,1995,9,10,358.73,"1990's",5,1979-09-10
"1114",1995-09-17,1995,9,17,358.91,"1990's",5,1979-09-17
"1115",1995-09-24,1995,9,24,357.76,"1990's",5,1979-09-24
"1116",1995-10-01,1995,10,1,357.95,"1990's",5,1979-10-01
"1117",1995-10-08,1995,10,8,357.87,"1990's",5,1979-10-08
"1118",1995-10-15,1995,10,15,358.14,"1990's",5,1979-10-15
"1119",1995-10-22,1995,10,22,358.37,"1990's",5,1979-10-22
"1120",1995-10-29,1995,10,29,358.99,"1990's",5,1979-10-29
"1121",1995-11-05,1995,11,5,359.23,"1990's",5,1979-11-05
"1122",1995-11-12,1995,11,12,359.71,"1990's",5,1979-11-12
"1123",1995-11-19,1995,11,19,359.94,"1990's",5,1979-11-19
"1124",1995-11-26,1995,11,26,359.97,"1990's",5,1979-11-26
"1125",1995-12-03,1995,12,3,360.36,"1990's",5,1979-12-03
"1126",1995-12-10,1995,12,10,360.69,"1990's",5,1979-12-10
"1127",1995-12-17,1995,12,17,360.77,"1990's",5,1979-12-17
"1128",1995-12-24,1995,12,24,361.54,"1990's",5,1979-12-24
"1129",1995-12-31,1995,12,31,361.98,"1990's",5,1979-12-31
"1130",1996-01-07,1996,1,7,362.33,"1990's",6,1980-01-07
"1131",1996-01-14,1996,1,14,362.04,"1990's",6,1980-01-14
"1132",1996-01-21,1996,1,21,362.33,"1990's",6,1980-01-21
"1133",1996-01-28,1996,1,28,362.54,"1990's",6,1980-01-28
"1134",1996-02-04,1996,2,4,363.04,"1990's",6,1980-02-04
"1135",1996-02-11,1996,2,11,363.15,"1990's",6,1980-02-11
"1136",1996-02-18,1996,2,18,363.69,"1990's",6,1980-02-18
"1137",1996-02-25,1996,2,25,364.06,"1990's",6,1980-02-25
"1138",1996-03-03,1996,3,3,364.1,"1990's",6,1980-03-03
"1139",1996-03-10,1996,3,10,363.82,"1990's",6,1980-03-10
"1140",1996-03-17,1996,3,17,364.58,"1990's",6,1980-03-17
"1141",1996-03-24,1996,3,24,364.61,"1990's",6,1980-03-24
"1142",1996-03-31,1996,3,31,364.38,"1990's",6,1980-03-31
"1143",1996-04-07,1996,4,7,364.73,"1990's",6,1980-04-07
"1144",1996-04-14,1996,4,14,364.83,"1990's",6,1980-04-14
"1145",1996-04-21,1996,4,21,364.65,"1990's",6,1980-04-21
"1146",1996-04-28,1996,4,28,365.15,"1990's",6,1980-04-28
"1147",1996-05-05,1996,5,5,364.82,"1990's",6,1980-05-05
"1148",1996-05-12,1996,5,12,365.6,"1990's",6,1980-05-12
"1149",1996-05-19,1996,5,19,365.4,"1990's",6,1980-05-19
"1150",1996-05-26,1996,5,26,365.17,"1990's",6,1980-05-26
"1151",1996-06-02,1996,6,2,365.1,"1990's",6,1980-06-02
"1152",1996-06-09,1996,6,9,365.42,"1990's",6,1980-06-09
"1153",1996-06-16,1996,6,16,365.21,"1990's",6,1980-06-16
"1154",1996-06-23,1996,6,23,364.64,"1990's",6,1980-06-23
"1155",1996-06-30,1996,6,30,364.56,"1990's",6,1980-06-30
"1156",1996-07-07,1996,7,7,363.95,"1990's",6,1980-07-07
"1157",1996-07-14,1996,7,14,363.64,"1990's",6,1980-07-14
"1158",1996-07-21,1996,7,21,363.26,"1990's",6,1980-07-21
"1159",1996-07-28,1996,7,28,362.25,"1990's",6,1980-07-28
"1160",1996-08-04,1996,8,4,362.16,"1990's",6,1980-08-04
"1161",1996-08-11,1996,8,11,361.92,"1990's",6,1980-08-11
"1162",1996-08-18,1996,8,18,361.15,"1990's",6,1980-08-18
"1163",1996-08-25,1996,8,25,361.01,"1990's",6,1980-08-25
"1164",1996-09-01,1996,9,1,360.23,"1990's",6,1980-09-01
"1165",1996-09-08,1996,9,8,360.08,"1990's",6,1980-09-08
"1166",1996-09-15,1996,9,15,359.15,"1990's",6,1980-09-15
"1167",1996-09-22,1996,9,22,359.37,"1990's",6,1980-09-22
"1168",1996-09-29,1996,9,29,359.43,"1990's",6,1980-09-29
"1169",1996-10-06,1996,10,6,359.58,"1990's",6,1980-10-06
"1170",1996-10-13,1996,10,13,359.9,"1990's",6,1980-10-13
"1171",1996-10-20,1996,10,20,359.66,"1990's",6,1980-10-20
"1172",1996-10-27,1996,10,27,360.13,"1990's",6,1980-10-27
"1173",1996-11-03,1996,11,3,360.42,"1990's",6,1980-11-03
"1174",1996-11-10,1996,11,10,361,"1990's",6,1980-11-10
"1175",1996-11-17,1996,11,17,361.52,"1990's",6,1980-11-17
"1176",1996-11-24,1996,11,24,361.4,"1990's",6,1980-11-24
"1177",1996-12-01,1996,12,1,361.78,"1990's",6,1980-12-01
"1178",1996-12-08,1996,12,8,362.38,"1990's",6,1980-12-08
"1179",1996-12-15,1996,12,15,362.63,"1990's",6,1980-12-15
"1180",1996-12-22,1996,12,22,362.47,"1990's",6,1980-12-22
"1181",1996-12-29,1996,12,29,362.92,"1990's",6,1980-12-29
"1182",1997-01-05,1997,1,5,363.11,"1990's",7,1981-01-05
"1183",1997-01-12,1997,1,12,363.12,"1990's",7,1981-01-12
"1184",1997-01-19,1997,1,19,363.65,"1990's",7,1981-01-19
"1185",1997-01-26,1997,1,26,363.34,"1990's",7,1981-01-26
"1186",1997-02-02,1997,2,2,363.69,"1990's",7,1981-02-02
"1187",1997-02-09,1997,2,9,364.43,"1990's",7,1981-02-09
"1188",1997-02-16,1997,2,16,363.78,"1990's",7,1981-02-16
